text,created_at,updated_at,original,paredao
segundo minas arthur manipulador arthur manipulador coerente arthur manipulador transparente,15/03/2022 04:53:19,15/03/2022 01:53:48,"RT @Arlequinahope: Segundo as minas:
-Arthur e um manipulador 
- Arthur e um manipulador coerente 
-Arthur e um manipulador transparente...",
lais vergonha nacional patrao chegou macetou aguiar,15/03/2022 04:53:19,15/03/2022 01:53:48,"RT @eijoaovictor_: LAIS VERGONHA NACIONAL 

#BBB22 
O PATRAO CHEGOU MACETOU
AGUIAR
#jogodadiscordia",
pedro scooby orgulho apoiar,15/03/2022 04:53:18,15/03/2022 01:53:48,RT @whomath: pedro scooby = orgulho de nao apoiar #bbb22 https://t.co/Df6NOVMVZF,
sera dg abre olho arthur conversa barao,15/03/2022 04:53:18,15/03/2022 01:53:48,Sera que o DG abre o olho pro Arthur depois dessa conversa com o barao? #bbb22,
hobby arthur divertir tambem ama lado brincalhao ht,15/03/2022 04:53:18,15/03/2022 01:53:48,"RT @centralarthurof: Hobby do Arthur: fazer a gente se divertir! 
Quem tambem ama esse lado brincalhao dele? 
#BBB22 #TeamArthurAguiar ht...",
deus pa inspirado homem deus,15/03/2022 04:53:18,15/03/2022 01:53:48,"Deus fez PA quando estava muito inspirado. Que homem, meu Deus #bbb22",
dia consumidor 3 meses kindle unlimited r 1 99 aproveite melhores ofertas,15/03/2022 04:53:18,15/03/2022 01:53:48,"RT @LivroscomPromo:  Dia do Consumidor 

 3 meses de Kindle Unlimited R$1,99*: https://t.co/kBRMwTHbKc

 Aproveite as melhores ofertas!...",
lucas mexeu rede protecao grunge tadeu ceu,15/03/2022 04:53:17,15/03/2022 01:53:48,"RT @ZAMENZA: ""O Lucas mexeu com a rede de protecao do Grunge.""

TADEU DO CEU... #BBB22 https://t.co/2fLIvfIQTg",
conclusao arthur manipulador coerente inteligente joga limpo,15/03/2022 04:53:17,15/03/2022 01:53:48,"RT @JSilbar: Conclusao: Arthur e um manipulador coerente, inteligente e que joga limpo. E isso? #BBB22",
vivo adora show vivo abaixa bolinha conversar arthur,15/03/2022 04:53:17,15/03/2022 01:53:48,"RT @CentralReaIity: ""No ao vivo voce adora dar um show, fora do ao vivo voce abaixa a bolinha e quer conversar"" (Arthur) #BBB22 https://t.c...",
alo alo alo cade vamos seguir unir vez deem nesse tweet sigam,15/03/2022 04:53:17,15/03/2022 01:53:48,"RT @centralarthurof: Alo alo alo! Cade o #TeamAguiar?  Vamos nos seguir e nos unir cada vez mais! 
Deem #RT e #FAV nesse tweet e sigam...",
scooby pa vao acordar lina paredao voto,15/03/2022 04:53:17,15/03/2022 01:53:48,Scooby e PA so vao acordar pra Lina quando forem para o paredao com voto dela #bbb22,
vyni deixar lista cuidar eli jessi vyni poupe,15/03/2022 04:53:17,15/03/2022 01:53:48,"RT @Dantinhas: Vyni disse que vai deixar uma lista de como cuidar do Eli 

Jessi ""ah, Vyni, me poupe"" 

#BBB22  https://t.co/xttpUprOMf",
brasil tirou jade relacao acontecer pa lina,15/03/2022 04:53:16,15/03/2022 01:53:48,"RT @ZAMENZA: ""O Brasil tirou a Jade pra nossa relacao acontecer, PA."" (Lina)
#BBB22 https://t.co/ymmozzdG1n",
realmente lais faz gostar arthur desgostar,15/03/2022 04:53:16,15/03/2022 01:53:48,RT @v_baarros: Realmente a Lais faz a gente gostar mais do Arthur do que desgostar #BBB22,
linn natalia passou vergonha defendido lucas cegamente porq posicao d,15/03/2022 04:53:16,15/03/2022 01:53:48,"RT @TaisaComenta: Linn falando que a natalia passou vergonha, que ela nao tinha que ter defendido o Lucas cegamente, porq era uma posicao d...",
lina lais acha arthur comparou juliette dourado sim apenas citou,15/03/2022 04:53:16,15/03/2022 01:53:48,"RT @CentralReaIity: Lina falando pra Lais que nao acha que o Arthur se comparou com Juliette e Dourado, e sim que ele apenas citou. #BBB22...",
lina aproveitando vaiii paa,15/03/2022 04:53:16,15/03/2022 01:53:48,Lina ta q so aproveitando.... Vaiii PAA #BBB22,
amoooo amo momento linn,15/03/2022 04:53:16,15/03/2022 01:53:48,"Eu amoooo.... kkkkkk Eu amo esse momento Linn e P.A kkkkk #BrincadeirasGostosas  #CortaAqui

#BBB22 #BigBrotherBrasil #JogoDaDiscordia #ParedaoBBB #EliminacaoBBB #RedeBBB #FestaBBB #ProvaDoAnjo #ForaEli #ForaLais #ProvaDoLider #FicaScooby #FicaGustavo #ForaVyni",#foraeli
arthur sempre coloca pobre coitado mundo pobre natalia usa coisas favor,15/03/2022 04:53:16,15/03/2022 01:53:48,"RT @ZAMENZA: ""Arthur sempre se coloca como um pobre coitado, ai todo mundo vem em mim, pobre de mim."" (Natalia)
""Ele usa as coisas a favor...",
ficar iludindo casa pa corta chega lina,15/03/2022 04:53:16,15/03/2022 01:53:48,"RT @ZAMENZA: ""Pq voce quer ficar me iludindo nessa casa, PA? Corta aqui, chega."" (Lina) #BBB22 https://t.co/cgCFK7Hm4P",
brasil historia pa,15/03/2022 04:53:16,15/03/2022 01:53:48,"RT @bbb: ""O Brasil quer a nossa historia, PA""  #RedeBBB #BBB22 https://t.co/aZuYHhXXRI",
hobby arthur divertir tambem ama lado brincalhao ht,15/03/2022 04:53:15,15/03/2022 01:53:48,"RT @centralarthurof: Hobby do Arthur: fazer a gente se divertir! 
Quem tambem ama esse lado brincalhao dele? 
#BBB22 #TeamArthurAguiar ht...",
lado discussao,15/03/2022 04:53:15,15/03/2022 01:53:48,"RT @mayconreality: Vcs tao do lado que nessa discussao  !?
#BBB22 https://t.co/7YS8w2OQe0",
brasil historia pa,15/03/2022 04:53:15,15/03/2022 01:53:48,"RT @bbb: ""O Brasil quer a nossa historia, PA""  #RedeBBB #BBB22 https://t.co/aZuYHhXXRI",
primeira vitoria eliezer emparedado vyni,15/03/2022 04:53:14,15/03/2022 01:53:48,"RT @chicobarney: ""Vai ser nossa primeira vitoria"", diz Eliezer para o emparedado Vyni. #BBB22",
fugiria arthur jogo discordia jantada cara sempre sai quanto chamam,15/03/2022 04:53:13,15/03/2022 01:53:48,RT @BarbaraSaryne: Eu fugiria do Arthur no jogo da discordia para nao ser jantada por ele. O cara sempre se sai bem. Quanto mais chamam o A...,
alguem sabe dizer arthur conta tudo eli best friends,15/03/2022 04:53:13,15/03/2022 01:53:48,Alguem sabe dizer pq o Arthur conta tudo para o Eli? Best Friends  #BBB22 #bbb22 https://t.co/su6Mw6nQ3f,
fa pao linna afirma coisas outros verdade absoluta sim tenta expor coisas pessoas machismo dg abrir portas arthur assim segue,15/03/2022 04:53:13,15/03/2022 01:53:48,"Nao sou fa do PAO, mas a LINNA ela afirma coisas dos outros como se fosse verdade absoluta sim. Ela tenta expor as coisas das pessoas: machismo do DG, abrir portas do ARTHUR e assim segue #BBB22 https://t.co/6J4WgZhEhX",
mascara arthur caiu completamente nesse jogo discordia,15/03/2022 04:53:13,15/03/2022 01:53:48,RT @tuitaguil: A mascara do arthur caiu completamente nesse jogo da discordia #BBB22,
linn aconselha lais trocar estrategia rixa arthur gt,15/03/2022 04:53:12,15/03/2022 01:53:48,#BBB22: Linn aconselha Lais a trocar de estrategia em rixa com Arthur &gt; https://t.co/FgmnIqJo62 https://t.co/M5hargAFF7,
paulinna vive,15/03/2022 04:53:12,15/03/2022 01:53:48,Paulinna vive kkkkkkk #BBB22,
rindo lina pa,15/03/2022 04:53:12,15/03/2022 01:53:48,Rindo muito com a Lina e PA kkkkkkkkk #BBB22,
entenda escalacao time pipoca edicao vende jogo camarotes boicota alguns enredos d,15/03/2022 04:53:12,15/03/2022 01:53:48,RT @samtuitaa: Entenda a escalacao do time pipoca do #BBB22 e porque a edicao vende tao bem o jogo dos camarotes e boicota alguns enredos d...,
lina descreveu jogo arthur,15/03/2022 04:53:12,15/03/2022 01:53:48,RT @lacerda: a lina descreveu o jogo do arthur #BBB22 https://t.co/Ol1nAaVofa,
lucas furduncio ontem chegar pedindo perdao meninos atacar eli poderia colocado paredao,15/03/2022 04:53:11,15/03/2022 01:53:48,"Lucas fez aquele furduncio todo ontem, pra chegar hoje pedindo perdao para os meninos e atacar o Eli que ele poderia ter colocado no paredao.
 #BBB22",
arthur fica pedindo repetir falou enrole pede explica melhor is,15/03/2022 04:53:11,15/03/2022 01:53:48,"RT @ZAMENZA: ""Arthur fica pedindo pra gente repetir o que falou pq ele quer que a gente se enrole. Quando ele pede 'ah me explica melhor is...",
cade torcida arthur deem fav vamos seguir,15/03/2022 04:53:11,15/03/2022 01:53:48,RT @Denis39920668: Cade a torcida do Arthur? deem fav e rt aqui! VAMOS NOS SEGUIR!   #BBB22,
natalia pirou enredo casa meter historias outros doideira arthur nunca nada,15/03/2022 04:53:10,15/03/2022 01:53:48,RT @majavinha: Natalia pirou. Ta tao sem enredo na casa que tem que se meter em historias dos outros... que doideira! O Arthur nunca fez NADA...,
conclusao arthur manipulador coerente inteligente joga limpo,15/03/2022 04:53:10,15/03/2022 01:53:48,"@DihBrum Conclusao: Arthur e um manipulador coerente, inteligente e que joga limpo. E isso? #BBB22",
pa lina paqueras,15/03/2022 04:53:10,15/03/2022 01:53:48,Pa e lina so nas paqueras #BBB22,
laiscaldass sempre espalhando faknews lascou desmentiu cara quarto repetindo burrada,15/03/2022 04:53:10,15/03/2022 01:53:48,@dra_laiscaldass como sempre espalhando faknews... e se lascou pq a @linndaquebrada desmentiu na cara dela ... agora ta la no quarto repetindo a burrada q fez...#BBB22 https://t.co/NB9N4YWaqK,
5deg parcial horario computado 01 36 votacao eliminar gustavo 10 0 pedro 05 6 vyni,15/03/2022 04:53:10,15/03/2022 01:53:48,"RT @Parciais0FC: 5deg Parcial 

Horario Computado:01:36

Votacao para eliminar 

Gustavo.......10,0%

Pedro..........05,6%

Vyni.....",
brincadeiras bobas gostosas pa lina,15/03/2022 04:53:10,15/03/2022 01:53:48,BRINCADEIRAS BOBAS E GOSTOSAS ENTRE O PA E A LINA #BBB22,
vyni deixar lista cuidar eli jessi vyni poupe,15/03/2022 04:53:10,15/03/2022 01:53:48,"RT @Dantinhas: Vyni disse que vai deixar uma lista de como cuidar do Eli 

Jessi ""ah, Vyni, me poupe"" 

#BBB22  https://t.co/xttpUprOMf",
pa lina melhores atuacao,15/03/2022 04:53:09,15/03/2022 01:53:48,RT @schaayvieira: O PA e a Lina sao os melhores na atuacao  #bbb22,
chama var hora surgiu nome lucas quartos lider,15/03/2022 04:53:09,15/03/2022 01:53:48,Chama o VAR da hora que surgiu o nome do Lucas no quartos Lider ! #bbb22 https://t.co/VDXbZTJa2g,
lucas pede perdao arthur agradecendo natalia tudo falou vergonha,15/03/2022 04:53:09,15/03/2022 01:53:48,"RT @monni_tuiteira: Lucas pede perdao para o Arthur e agora ta agradecendo a Natalia por tudo que ela falou pra ele!!! 

Que vergonha desse...",
podia mudado lado podia vindo falar nunca cogitei votar falo pel,15/03/2022 04:53:09,15/03/2022 01:53:48,"RT @ZAMENZA: ""Voce podia ter mudado de lado, mas podia ter vindo falar com a gente. E eu nunca cogitei votar em voce. Falo por mim, nao pel...",
parcial 66 74 25 71 7 55 margem erro 3 tags,15/03/2022 04:53:08,15/03/2022 01:53:48," Parcial #BBB22

#ForaVyni  - 66,74% 
#ForaGustavo  - 25,71%
#ForaScooby  - 7,55%

Margem de erro: 3%

Tags: #RedeBBB #FicaGustavo #FicaScooby #FicaVyni",#foravyni
salto pa,15/03/2022 04:53:08,15/03/2022 01:53:48,RT @tracklist: O salto que o PA deu  #BBB22 https://t.co/C2fKEdOMJm,
arthur precisar ir vip semana jantou mes infiel comedor pao amado brasil ning,15/03/2022 04:53:08,15/03/2022 01:53:48,"RT @mary_brito14: O Arthur nem vai precisar ir pro VIP essa semana, jantou pelo mes todo o infiel comedor de pao mais amado do Brasil. Ning...",
bastos kkkkkkkkkkkkkkkkkkkk fake newss vi 4 mulheres,15/03/2022 04:53:07,15/03/2022 01:53:48,@erlan_bastos @emoff @iG KKKKKKKKKKKKKKKKKKKK FAKE NEWSS...O QUE VI NAO FOI ISSO DE 4 MULHERES!!! #BBB22,
arthur lealdade aumentei volume,15/03/2022 04:53:07,15/03/2022 01:53:48,RT @anapaularenault: Arthur falando de lealdade. Ate aumentei o volume aqui #BBB22,
pa inacreditavel,15/03/2022 04:53:07,15/03/2022 01:53:48,RT @ZAMENZA: O PA e inacreditavel. #BBB22 https://t.co/QLFu5WbxMv,
gata pulso firme delineado perfeito jogar quarto lollipop pode estar desmontando lais,15/03/2022 04:53:07,15/03/2022 01:53:48,"RT @AvonBR: A gata tem o pulso firme para fazer o delineado perfeito e pra jogar. 
O quarto Lollipop pode estar desmontando mas a Lais nao...",
natalia assistindo brincadeiras bobas gostosas linn pa,15/03/2022 04:53:07,15/03/2022 01:53:48,RT @NatWestEngaja: Natalia assistindo as brincadeiras bobas e gostosas da Linn com o PA. #BBB22 #TeamNaty https://t.co/Z4FZ0gw6SX,
jantada arthur insuportavel lais macetou,15/03/2022 04:53:07,15/03/2022 01:53:48,RT @ninadrii: a jantada do Arthur na insuportavel da Lais kkkkkkkkk macetou #bbb22 https://t.co/eJSPQ7xi5P,
verem racismo algo natural sociedade arthur aguiar acabou usar termo nego pejorativo nego nego ninguem posicionou ocorreu volta 1 manha mesa xepa,15/03/2022 04:53:07,15/03/2022 01:53:48,"@bbb Pra vcs verem como o racismo e algo tao natural na nossa sociedade. O Arthur Aguiar acabou de usar o termo ""nego"" no pejorativo: ""nego"" isso, ""nego"" aquilo. Mas ninguem se posicionou. Ocorreu por volta de 1 da manha de hoje na mesa da xepa. #BBB22 #Racismo",
lais perde proprios argumentos dificil,15/03/2022 04:53:07,15/03/2022 01:53:48,RT @Itspedrito: A Lais se perde muito nos proprios argumentos dela... dificil #BBB22,
jantada arthur insuportavel lais macetou,15/03/2022 04:53:06,15/03/2022 01:53:48,RT @ninadrii: a jantada do Arthur na insuportavel da Lais kkkkkkkkk macetou #bbb22 https://t.co/eJSPQ7xi5P,
brasil historia pa,15/03/2022 04:53:06,15/03/2022 01:53:48,"RT @bbb: ""O Brasil quer a nossa historia, PA""  #RedeBBB #BBB22 https://t.co/aZuYHhXXRI",
venca arthur fav linna,15/03/2022 04:53:05,15/03/2022 01:53:48,"RT @updatechartuc: QUEM VOCE QUER QUE VENCA O #BBB22?

RT: Arthur
FAV: Linna https://t.co/yQ9mhGUKxY",
infos mascara caiu barao,15/03/2022 04:53:05,15/03/2022 01:53:48,RT @discordia_bbb: INFOS #BBB22 A MASCARA CAIU BARAO  https://t.co/kw0kgaV2Kz,
perdendo tempo votando gustavo sair,15/03/2022 04:53:04,15/03/2022 01:53:48,"@2610Livia @Iucascomenta Ta perdendo o seu tempo votando no Gustavo, porque ele nao vai sair! #ForaViny https://t.co/rrEqGlQXdo",#foravyni
maior plost twist pa lina ficando incrivel hahahahhahaha,15/03/2022 04:53:04,15/03/2022 01:53:48,"O maior plost twist e PA e Lina ficando, seria tao incrivel hahahahhahaha #bbb22",
amo linna pa brincando,15/03/2022 04:53:04,15/03/2022 01:53:48,Amo Linna e PA brincando #BBB22,
professora biologia tambem aula interpretacao texto estar acima qualquer coisa passar cima,15/03/2022 04:53:04,15/03/2022 01:53:48,"RT @a_jessilane: Professora de Biologia tambem da aula de interpretacao de texto! ""Estar aqui ACIMA de qualquer coisa nao e PASSAR POR CIMA...",
pa lina entretenimento quarto grunge,15/03/2022 04:53:04,15/03/2022 01:53:48,RT @Biadib: PA e Lina fazendo o nosso entretenimento no quarto grunge!! #BBB22 ,
brasil historia pa,15/03/2022 04:53:03,15/03/2022 01:53:48,"RT @bbb: ""O Brasil quer a nossa historia, PA""  #RedeBBB #BBB22 https://t.co/aZuYHhXXRI",
passo mal lina pa,15/03/2022 04:53:03,15/03/2022 01:53:48,"RT @guiapurareal: Passo mal com a Lina e o PA 
#BBB22 https://t.co/dYsFoxNMVy",
disseram arthur perderia enredo saida jade,15/03/2022 04:53:03,15/03/2022 01:53:48,RT @monni_tuiteira: E ainda disseram que Arthur perderia enredo com a saida da Jade! #BBB22,
camera focou arthur olho fechado dormindo,15/03/2022 04:53:03,15/03/2022 01:53:48,"A camera focou no Arthur de olho fechado, porque dormindo ele nao esta.

#BBB22",
falem quiser final jade sempre certa arthur,15/03/2022 04:53:02,15/03/2022 01:53:48,"falem o que quiser, no final a jade sempre esteve certa sobre esse arthur e e isso #bbb22",
lina pakkkkkkk,15/03/2022 04:53:02,15/03/2022 01:53:48,A LINA E O PAKKKKKKK #BBB22,
tambem time comprar curso oratoria retorica brabo demais doido,15/03/2022 04:53:02,15/03/2022 01:53:48,RT @jonjon: tambem sou do time que vai comprar o curso de oratoria e retorica do @Aguiarthur  brabo demais ta doido #BBB22,
ver jogo discordia nada irritante pessoa cala boca falar pqp natalia consegue ficar 1 minuto interromper alguem falta educacao,15/03/2022 04:53:02,15/03/2022 01:53:48,"Fui ver o Jogo da discordia agora, e nada mais irritante do q a pessoa q nao cala a boca para a outra falar, pqp a Natalia nao consegue ficar 1 minuto sem interromper alguem  q falta de educacao! #BBB22",
assisti jogo discordia ler consegui entrar chocada tl assunto trai,15/03/2022 04:53:02,15/03/2022 01:53:48,RT @AmoCancelados: Assisti o jogo da discordia sem ler vcs aqui...agora que consegui entrar estou chocada  na minha TL o assunto e as trai...,
olhei tv vi nada pa cama lina filme,15/03/2022 04:53:02,15/03/2022 01:53:48,olhei para tv e vi DO NADA Pa na cama com a Lina. O que e isso? Um filme!!!? kkkkkk #bbb22,
arthur quiser realmente deixar lina maus lencois cita jogo discordia jogo psicologico comeco animais tema,15/03/2022 04:53:02,15/03/2022 01:53:48,"Eu acho que se o Arthur quiser realmente deixar a Lina em maus lencois, ele cita no jogo da discordia o jogo psicologico que ela fez no comeco com animais o tema #BBB22",
vivo show baixa bolinha arthur choro lais dia,15/03/2022 04:53:02,15/03/2022 01:53:48,"RT @ZAMENZA: ""Voce no ao vivo quer dar seu show, mas fora dele tu baixa sua bolinha, ne???"" 

ARTHUR FALANDO SOBRE O CHORO DA LAIS UM DIA A...",
jade nunca errou casa arthur caindo felizmente carrego fardo nunca cai,15/03/2022 04:53:01,15/03/2022 01:53:48,"RT @Mikezinsf: A Jade nunca errou kkkkkk a casa do Arthur caindo, felizmente eu nao carrego esse fardo pois nunca cai na dele! Mas vcs nao...",
lais chato toda vez arthur anjo filha ganhar prova problema resolvido,15/03/2022 04:53:01,15/03/2022 01:53:48,"RT @TaisaComenta: A Lais disse que ja ta chato toda vez o arthur ser anjo, minha filha e so voce ganhar a prova e problema resolvido. #BBB22",
votando,15/03/2022 04:53:01,15/03/2022 01:53:48,RT @gustavo_beats: VOCES ESTAO VOTANDO???? #ForaVyni #FicaGustavo,#foravyni
arthur fica pedindo repetir falou enrole pede explica melhor is,15/03/2022 04:53:01,15/03/2022 01:53:48,"RT @ZAMENZA: ""Arthur fica pedindo pra gente repetir o que falou pq ele quer que a gente se enrole. Quando ele pede 'ah me explica melhor is...",
conclusao arthur manipulador coerente inteligente joga limpo,15/03/2022 04:53:01,15/03/2022 01:53:48,"RT @JSilbar: Conclusao: Arthur e um manipulador coerente, inteligente e que joga limpo. E isso? #BBB22",
volta maria,15/03/2022 04:53:01,15/03/2022 01:53:48,RT @soasgarcias: Volta Maria!!! #bbb #jogodadiscordia #BBB22,
perdeu jade sabe perdeu,15/03/2022 04:53:01,15/03/2022 01:53:48,"Perdeu Jade, voce sabe que perdeu!

#bbb22 #redebbb https://t.co/G1KzD2JGLY",
lumena ops lina palestrinha fala fala nada pessima,15/03/2022 04:53:00,15/03/2022 01:53:48,"RT @deMalComMundo: La vem a Lumena... ops, Lina palestrinha, fala , fala e nao diz nada, pessima #bbb22 https://t.co/FCN69vTcfT",
pessoal aprende viram torcida arthur capaz votacao venceu segundo maior paredao,15/03/2022 04:53:00,15/03/2022 01:53:48,"RT @bbb_storm: O pessoal n aprende, Voces n viram do q a torcida do Arthur e capaz numa votacao? A gente venceu o segundo maior paredao da...",
arthur berco,15/03/2022 04:52:59,15/03/2022 01:53:48,Arthur foi de berco #bbb22 https://t.co/ccZ74boiB8,
exatamente sendo martelado errar ali dentro sim destacar saber jogar efetividade termos manter coerencia saber comunicar clareza principalmente controle emocional sabemos merito vencer,15/03/2022 04:52:59,15/03/2022 01:53:48,"@Leninha35656271 @vaidesmaiar Exatamente! Ele nao ta sendo martelado por ""errar"" ali dentro e sim por se ""destacar"" e saber ""jogar"" com efetividade em termos de manter a coerencia e saber de comunicar com clareza e principalmente controle emocional! Mas e isso, sabemos q ele ta com merito pra vencer! #bbb22",
